1.203844e-08, -3.251000e-09, 3.361965e-08
6.469043e-09, -4.293395e-09, 4.475628e-08
-6.744340e-09, -5.205202e-09, 5.479143e-08
-2.941949e-08, -5.265770e-09, 5.602024e-08
-5.539489e-08, -3.530234e-09, 3.789729e-08
-6.771972e-08, 0.000000e+00, 0.000000e+00
-5.539489e-08, 3.530234e-09, -3.789729e-08
-2.941949e-08, 5.265770e-09, -5.602024e-08
-6.744340e-09, 5.205202e-09, -5.479143e-08
6.469043e-09, 4.293395e-09, -4.475628e-08
1.203844e-08, 3.251000e-09, -3.361965e-08
2.606446e-08, -4.167611e-09, 4.340187e-08
2.426727e-08, -6.190462e-09, 6.526595e-08
9.346266e-09, -8.694071e-09, 9.322614e-08
-3.167354e-08, -1.040343e-08, 1.140102e-07
-9.784984e-08, -8.112936e-09, 9.090765e-08
-1.365118e-07, 0.000000e+00, 0.000000e+00
-9.784984e-08, 8.112936e-09, -9.090765e-08
-3.167354e-08, 1.040343e-08, -1.140102e-07
9.346266e-09, 8.694071e-09, -9.322614e-08
2.426727e-08, 6.190462e-09, -6.526595e-08
2.606446e-08, 4.167611e-09, -4.340187e-08
4.863436e-08, -4.823834e-09, 5.062022e-08
6.092673e-08, -8.185996e-09, 8.748186e-08
6.114811e-08, -1.385659e-08, 1.524380e-07
6.705240e-09, -2.131657e-08, 2.457563e-07
-1.771532e-07, -2.197872e-08, 2.707143e-07
-3.464376e-07, 0.000000e+00, 0.000000e+00
-1.771532e-07, 2.197872e-08, -2.707143e-07
6.705240e-09, 2.131657e-08, -2.457563e-07
6.114811e-08, 1.385659e-08, -1.524380e-07
6.092673e-08, 8.185996e-09, -8.748186e-08
4.863436e-08, 4.823834e-09, -5.062022e-08
7.844478e-08, -4.596656e-09, 4.858341e-08
1.216405e-07, -8.882627e-09, 9.625308e-08
1.870806e-07, -1.840273e-08, 2.086469e-07
2.355132e-07, -3.916103e-08, 4.879298e-07
-1.339817e-07, -6.601599e-08, 1.031628e-06
-1.427113e-06, 0.000000e+00, 0.000000e+00
-1.339817e-07, 6.601599e-08, -1.031628e-06
2.355132e-07, 3.916103e-08, -4.879298e-07
1.870806e-07, 1.840273e-08, -2.086469e-07
1.216405e-07, 8.882627e-09, -9.625308e-08
7.844478e-08, 4.596656e-09, -4.858341e-08
1.065095e-07, -2.914244e-09, 3.096222e-08
1.898987e-07, -6.200757e-09, 6.790617e-08
3.780592e-07, -1.503923e-08, 1.747183e-07
8.660080e-07, -4.192455e-08, 5.599907e-07
2.284376e-06, -1.142048e-07, 2.495218e-06
5.192297e+24, 0.000000e+00, 0.000000e+00
2.284376e-06, 1.142048e-07, -2.495218e-06
8.660080e-07, 4.192455e-08, -5.599907e-07
3.780592e-07, 1.503923e-08, -1.747183e-07
1.898987e-07, 6.200757e-09, -6.790617e-08
1.065095e-07, 2.914244e-09, -3.096222e-08
1.183886e-07, 9.926167e-24, -9.926167e-24
2.217210e-07, -3.639595e-23, 3.639595e-23
4.820192e-07, -2.646978e-23, 2.646978e-23
1.304578e-06, 1.323489e-23, 9.264423e-23
4.608531e-06, 1.852885e-22, -1.852885e-22
1.128545e-05, 0.000000e+00, 0.000000e+00
4.608531e-06, -2.249931e-22, 1.323489e-23
1.304578e-06, -1.191140e-22, 1.455838e-22
4.820192e-07, 3.970467e-23, -7.279189e-23
2.217210e-07, 3.639595e-23, -3.639595e-23
1.183886e-07, -9.926167e-24, 9.926167e-24
1.065095e-07, 2.914244e-09, -3.096222e-08
1.898987e-07, 6.200757e-09, -6.790617e-08
3.780592e-07, 1.503923e-08, -1.747183e-07
8.660080e-07, 4.192455e-08, -5.599907e-07
2.284376e-06, 1.142048e-07, -2.495218e-06
-5.769219e+23, 0.000000e+00, 0.000000e+00
2.284376e-06, -1.142048e-07, 2.495218e-06
8.660080e-07, -4.192455e-08, 5.599907e-07
3.780592e-07, -1.503923e-08, 1.747183e-07
1.898987e-07, -6.200757e-09, 6.790617e-08
1.065095e-07, -2.914244e-09, 3.096222e-08
7.844478e-08, 4.596656e-09, -4.858341e-08
1.216405e-07, 8.882627e-09, -9.625308e-08
1.870806e-07, 1.840273e-08, -2.086469e-07
2.355132e-07, 3.916103e-08, -4.879298e-07
-1.339817e-07, 6.601599e-08, -1.031628e-06
-1.427113e-06, 0.000000e+00, 0.000000e+00
-1.339817e-07, -6.601599e-08, 1.031628e-06
2.355132e-07, -3.916103e-08, 4.879298e-07
1.870806e-07, -1.840273e-08, 2.086469e-07
1.216405e-07, -8.882627e-09, 9.625308e-08
7.844478e-08, -4.596656e-09, 4.858341e-08
4.863436e-08, 4.823834e-09, -5.062022e-08
6.092673e-08, 8.185996e-09, -8.748186e-08
6.114811e-08, 1.385659e-08, -1.524380e-07
6.705240e-09, 2.131657e-08, -2.457563e-07
-1.771532e-07, 2.197872e-08, -2.707143e-07
-3.464376e-07, 0.000000e+00, 0.000000e+00
-1.771532e-07, -2.197872e-08, 2.707143e-07
6.705240e-09, -2.131657e-08, 2.457563e-07
6.114811e-08, -1.385659e-08, 1.524380e-07
6.092673e-08, -8.185996e-09, 8.748186e-08
4.863436e-08, -4.823834e-09, 5.062022e-08
2.606446e-08, 4.167611e-09, -4.340187e-08
2.426727e-08, 6.190462e-09, -6.526595e-08
